Object Identifier;Block;Level;Object Text;Generic Name;Signal Description;Producer;LRU Consumer(s);Data Type;Bus Name;TTP Mess #;TTP Slot #;TTP TDMA Round;PFCC TX Round;Tx Rate (ms);Update Rate (ms);Start Bit (LSB);Sig. Bits;Signed (Y/N);Resolution;Unit;Data Min (Calculated);Data Max (Calculated);Physical Min (Sensor);Physical Max (Sensor);PRs
TTP-2;;1;IIM1;;;IIM1;;;TTP1;;1;;N/A;;;;;;;;;;;;
TTP-23;B1.0;2;IIM1_PFCC_CRC;IIM_MSGBOX_01;IIM messages CRC to PFCC;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;1;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24;B1.0;3;IIM1_IIM_PFCC_CRC;IIM_M01_IIM_PFCC_CRC;IIM Application CRC to PFCC;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;1;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-120;B1.0;2;IIM1_REU_CRC;IIM_MSGBOX_02;IIM messages CRC to REU;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;2;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-121;B1.0;3;IIM1_IIM_REU_CRC;IIM_M02_IIM_REU_CRC;IIM Application CRC to REU;IIM1;REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;2;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-3;B1.0;2;IIM1_Node_Status;IIM_MSGBOX_03;IIM Source ID and Frame Counter;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;3;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-4;B1.0;3;IIM1_Source_ID;IIM_M03_Source_ID;Source_ID;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;3;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-5;B1.0;3;IIM1_Freshness_Counter;IIM_M03_Freshness_Counter;Freshness_Counter;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;3;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;6;8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-6;;3;IIM1_Spare;IIM_M03_Spare_14;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;3;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;14;3;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-7;;3;IIM1_Spare;IIM_M03_Spare_17;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;3;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;17;16;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-8;B1.0;2;IIM1_SS_Roll_Position;IIM_MSGBOX_04;Pilot Side Stick Roll Position, CoPilot Side Stick Roll Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;4;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-10;B1.0;3;IIM1_SS_Roll_Pos_Pilot_Valid;IIM_M04_SS_Roll_Pos_Pilot_Valid;1 = Pilot Sidestick Roll Command Sensor Position is Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;4;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-9;;3;IIM1_Reserved;IIM_M04_Reserved_BNR_2;Reserved for BNR;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;4;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;2;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-12;B1.0;3;IIM1_SS_Roll_Pos_Pilot;IIM_M04_SS_Roll_Pos_Pilot;Pilot Sidestick Roll Command Sensor Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;4;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;4;13;Y;0,0048828;DEGREES;-19.9999488;19,995066;-18.87693;18,87693;
TTP-11;B1.0;3;IIM1_SS_Roll_Pos_CoPilot_Valid;IIM_M04_SS_Roll_Pos_CoPilot_Valid;1 = CoPilot Sidestick Roll Command Sensor Position is Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;4;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-18692;;3;IIM1_Reserved;IIM_M04_Reserved_BNR_18;Reserved for BNR;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;4;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;18;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-18693;B1.0;3;IIM1_SS_Roll_Pos_CoPilot;IIM_M04_SS_Roll_Pos_CoPilot;CoPilot Sidestick Roll Command Sensor Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;4;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;20;13;Y;0,0048828;DEGREES;-19.9999488;19,995066;-18.87693;18,87693;
TTP-13;B1.0;2;IIM1_SS_Pitch_Position;IIM_MSGBOX_05;Pilot Side Stick Pitch Position, CoPilot Side Stick Pitch Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;5;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-15;B1.0;3;IIM1_SS_Pitch_Pos_Pilot_Valid;IIM_M05_SS_Pitch_Pos_Pilot_Valid;1 = Pilot Sidestick Pitch Command Sensor Position is Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;5;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-14;;3;IIM1_Reserved;IIM_M05_Reserved_BNR_2;Reserved for BNR;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;5;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;2;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-17;B1.0;3;IIM1_SS_Pitch_Pos_Pilot;IIM_M05_SS_Pitch_Pos_Pilot;Pilot Sidestick Pitch Command Sensor Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;5;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;4;13;Y;0,0054;DEGREES;-22.1184;22,113;-20.85326;20,85326;
TTP-16;B1.0;3;IIM1_SS_Pitch_Pos_CoPilot_Valid;IIM_M05_SS_Pitch_Pos_CoPilot_Valid;1 = CoPilot Sidestick Pitch Command Sensor Position is Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;5;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-18694;;3;IIM1_Reserved;IIM_M05_Reserved_BNR_18;Reserved for BNR;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;5;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;18;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-18695;B1.0;3;IIM1_SS_Pitch_Pos_CoPilot;IIM_M05_SS_Pitch_Pos_CoPilot;CoPilot Sidestick Pitch Command Sensor Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;5;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;20;13;Y;0,0054;DEGREES;-22.1184;22,113;-20.85326;20,85326;
TTP-18;B1.0;2;IIM1_PedalPos_FSCLPos;IIM_MSGBOX_06;Pedal Position and FSCL Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;6;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-20;B1.0;3;IIM1_Pedal_Pos_Valid;IIM_M06_Pedal_Pos_Valid;1 = Rudder Pedal Command Sensor Position is Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;6;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-7170;;3;IIM1_Reserved;IIM_M06_Reserved_BNR_2;Reserved for BNR;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;6;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;2;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-19;B1.0;3;IIM1_Pedal_Pos;IIM_M06_Pedal_Pos;Rudder Pedal Command Sensor Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;6;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;4;13;Y;0,001;INCHES;-4.096;4,095;-3.9;3,9;
TTP-22;B1.0;3;IIM1_FSCL_Pos_Valid;IIM_M06_FSCL_Pos_Valid;1 = FSCL Command Sensor Position is Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;6;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-21;;3;IIM1_Reserved;IIM_M06_Reserved_BNR_18;Reserved for BNR;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;6;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;18;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-18696;B1.0;3;IIM1_FSCL_Pos;IIM_M06_FSCL_Pos;FSCL Command Sensor Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;6;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20;N/A;2;2;20;13;Y;0,0082;DEGREES;-33.5872;33,579;-31.46;21,28;
TTP-2141;B2.0;2;IIM1_TrimPos;IIM_MSGBOX_07;Yaw Trim Sensor Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;7;1;1,11;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-2142;B2.0;3;IIM1_Yaw_Trim_Posn_Valid;IIM_M07_Yaw_Trim_Posn_Valid;1 = Yaw Trim Sensor Position is Valid;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;7;1;1,11;N/A;20;20;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24187;;3;IIM1_Reserved;IIM_M07_Reserved_BNR_2;Reserved for BNR;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;7;1;1,11;N/A;20;20;2;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24188;B2.0;3;IIM1_Yaw_Trim_Posn;IIM_M07_Yaw_Trim_Posn;Yaw Trim Sensor Position;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;BNR;TTP1;7;1;1,11;N/A;20;20;4;13;Y;0,001;INCHES;-4.096;4,095;-3.9;3,9;
TTP-24189;;3;IIM1_Reserved;IIM_M07_Reserved_BNR_17;Reserved for BNR;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;7;1;1,11;N/A;20;20;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-24190;;3;IIM1_Reserved;IIM_M07_Reserved_BNR_18;Reserved for BNR;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;7;1;1,11;N/A;20;20;18;15;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25;B2.1;2;IIM1_LRU_Config;IIM_MSGBOX_08;IIM LRU Configuration;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-26;;3;IIM1_Spare;IIM_M08_Spare_1;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27;;3;IIM1_Spare;IIM_M08_Spare_2;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;2;6;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-28;;3;IIM1_Spare;IIM_M08_Spare_8;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;8;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-29;;3;IIM1_Spare;IIM_M08_Spare_9;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;9;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-30;;3;IIM1_Spare;IIM_M08_Spare_10;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;10;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-31;;3;IIM1_Spare;IIM_M08_Spare_11;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;11;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-32;B2.1;3;IIM1_AC_Type_1;IIM_M08_AC_Type_1;1 = IIM Aircraft Type Config Pin 1 Grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;12;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-33;B2.1;3;IIM1_AC_Type_2;IIM_M08_AC_Type_2;1 = IIM Aircraft Type Config Pin 2 Grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;13;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34;B2.1;3;IIM1_AC_Type_3;IIM_M08_AC_Type_3;1 = IIM Aircraft Type Config Pin 3 Grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;14;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35;B2.1;3;IIM1_AC_Type_4;IIM_M08_AC_Type_4;1 = IIM Aircraft Type Config Pin 4 Grounded;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;15;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-36;;3;IIM1_Spare;IIM_M08_Spare;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;16;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-37;;3;IIM1_Spare;IIM_M08_Spare_17;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-38;;3;IIM1_Spare;IIM_M08_Spare_18;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON;DISC;TTP1;8;1;2,7,12,17;N/A;10;10;18;15;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-65;Mixed;2;IIM1_CockpitSwitches;IIM_MSGBOX_09;Switch Status;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-66;;3;IIM1_Spare;IIM_M09_Spare_1;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;1;12;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-67;;3;IIM1_Reserved;IIM_M09_Lat_Trim_Left_A;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;13;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-68;;3;IIM1_Reserved;IIM_M09_Lat_Trim_Right_A;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;14;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-69;;3;IIM1_Reserved;IIM_M09_Lat_Trim_Left_B;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;15;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25450;;3;IIM1_Reserved;IIM_M09_Lat_Trim_Right_B;Reserved;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;16;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-25451;;3;IIM1_Spare;IIM_M09_Spare_17;Spare;IIM1;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_AFT1_COM,REU_AFT1_MON,REU_MFS1_COM,REU_MFS1_MON,REU_MFS3_COM,REU_MFS3_MON;DISC;TTP1;9;1;3,13;N/A;20;20;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
