Object Identifier;Block;Level;Object Text;Generic Name;Signal Description;Producer;LRU Consumer(s);Data Type;Bus Name;TTP Mess #;TTP Slot #;TTP TDMA Round;PFCC TX Round;Tx Rate (ms);Update Rate (ms);Start Bit (LSB);Sig. Bits;Signed (Y/N);Resolution;Unit;Data Min (Calculated);Data Max (Calculated);Physical Min (Sensor);Physical Max (Sensor);PRs
TTP-27173;B2.1;2;REU_MFS2_BIT_Status2;REUC_MSGBOX_26;REU BIT Status 2;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27174;B2.1;3;REU_MFS2_ABIT_Fail_REU;REUC_COM_M26_ABIT_Fail_REU;1 = Condition is True;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;1;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27175;B2.1;3;REU_MFS2_ABIT_Fail_MFS;REUC_COM_M26_ABIT_Fail_MFS;1 = Condition is True;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;2;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27176;B2.1;3;REU_MFS2_ABIT_Fail_REU_Pri_Power;REUC_COM_M26_ABIT_Fail_REU_Pri_Power;1 = Condition is True;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;3;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27177;B2.1;3;REU_MFS2_ABIT_Fail_REU_Sec_Power;REUC_COM_M26_ABIT_Fail_REU_Sec_Power;1 = Condition is True;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;4;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27178;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_PCU_Fail_1;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;5;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27179;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_PCU_Fail_2;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;6;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27180;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_PCU_Fail_3;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;7;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27181;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_PCU_Fail_4;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;8;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27182;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_PCU_Fail_5;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;9;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27183;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_10;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;10;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27184;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_11;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;11;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27185;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_12;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;12;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27186;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_13;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;13;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27187;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_14;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;14;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27188;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_PS_Fail_1;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;15;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27189;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_PS_Fail_2;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;16;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27190;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_PS_Fail_3;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27191;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_PS_Fail_4;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;18;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27192;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_PS_Fail_5;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;19;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27193;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_20;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;20;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34069;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_21;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;21;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34070;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_22;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;22;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34071;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_Fail_PTA;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;23;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34072;;3;REU_MFS2_Reserved;REUC_COM_M26_ABIT_Fail_MCE;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;24;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34073;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_25;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;25;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34074;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_26;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;26;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34075;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_27;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;27;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34076;B2.1;3;REU_MFS2_PBIT_Fail_REU;REUC_COM_M26_PBIT_Fail_REU;1 = Condition is True;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;28;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34077;;3;REU_MFS2_Reserved;REUC_COM_M26_PBIT_Fail_MCE;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;29;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34078;;3;REU_MFS2_Reserved;REUC_COM_M26_PBIT_Fail_Motor;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;30;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34079;;3;REU_MFS2_Reserved;REUC_COM_M26_PBIT_Fail_Sol;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;31;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34080;;3;REU_MFS2_Spare;REUC_COM_M26_Spare_32;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;26;7;7,17;N/A;20;20;32;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27231;B2.1;2;REU_MFS2_NVM_Data;REUC_MSGBOX_27;NVM Supporting Data;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;27;7;8,18;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-27232;B2.1;3;REU_MFS2_NVM_Count_27;REUC_COM_M27_NVM_Count;NVM Count;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;27;7;8,18;N/A;20;20;1;16;N;1;N/A;0;65535;N/A;N/A;
TTP-39246;B2.1;3;REU_MFS2_NVM_Value_27;REUC_COM_M27_NVM_Value;NVM Value;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;27;7;8,18;N/A;20;20;17;16;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34295;B2.1;2;REU_MFS2_Config_Index1;REUC_MSGBOX_28;REU Configuration Indices 1;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;28;7;9,19;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34296;B2.1;3;REU_MFS2_REU_PFCC_CI;REUC_COM_M28_REU_PFCC_CI;REU to PFCC Configuration Index;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;28;7;9,19;N/A;20;20;1;8;N;1;N/A;0;255;N/A;N/A;
TTP-34297;B2.1;3;REU_MFS2_REU_IIM_CI;REUC_COM_M28_REU_IIM_CI;REU to IIM Configuration Index;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;28;7;9,19;N/A;20;20;9;8;N;1;N/A;0;255;N/A;N/A;
TTP-34298;B2.1;3;REU_MFS2_REU_REU_CI;REUC_COM_M28_REU_REU_CI;REU to REU Configuration Index;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;28;7;9,19;N/A;20;20;17;8;N;1;N/A;0;255;N/A;N/A;
TTP-34299;;3;REU_MFS2_Reserved;REUC_COM_M28_REU_MCE_CI;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;28;7;9,19;N/A;20;20;25;8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34528;;2;REU_MFS2_Reserved_Config_Index2;REUC_MSGBOX_29;Reserved for REU Configuration Indices 2;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;29;7;10,20;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34529;;3;REU_MFS2_Reserved;REUC_COM_M29_MCE_REU_CI;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;29;7;10,20;N/A;20;20;1;8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34530;;3;REU_MFS2_Reserved;REUC_COM_M29_REU_AFCU_CI;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;29;7;10,20;N/A;20;20;9;8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34531;;3;REU_MFS2_Spare;REUC_COM_M29_Spare_17;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;29;7;10,20;N/A;20;20;17;8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34532;;3;REU_MFS2_Spare;REUC_COM_M29_Spare_25;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;BNR;TTP3;29;7;10,20;N/A;20;20;25;8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34751;;2;REU_MFS2_Spare_20ms;REUC_MSGBOX_30;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;30;7;1,11;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34752;;3;REU_MFS2_Spare;REUC_COM_M30_Spare_1;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;30;7;1,11;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34753;B3.0;2;REU_MFS2_Status2;REUC_MSGBOX_31;REU MFS2 Status2;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;1;32;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34754;B3.0;3;REU_MFS2_NVM_Clear_Complete;REUC_COM_M31_NVM_Clear_Complete;"00 = False;
01 = True;
11 = No NVM Clear Request (default);";REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;1;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34755;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_NVM_Clear_Complete;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;3;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34756;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_Mon_Desat_flt_AHI;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;5;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34757;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_Mon_Desat_flt_ALO;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;6;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34758;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_Mon_Desat_flt_BHI;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;7;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34759;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_Mon_Desat_flt_BLO;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;8;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34760;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_Mon_Desat_flt_CHI;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;9;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34761;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_Mon_Desat_flt_CLO;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;10;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34762;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_Mon_Desat_flt_REGEN;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;11;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34763;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_Mon_Desat_flt_SHUNTSW;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;12;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34764;;3;REU_MFS2_Reserved;REUC_COM_M31_L_Ail_Oscil_Force_Fight_Level_1_Flt_Latched;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;13;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34765;;3;REU_MFS2_Reserved;REUC_COM_M31_R_Ail_Oscil_Force_Fight_Level_1_Flt_Latched;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;14;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34766;;3;REU_MFS2_Reserved;REUC_COM_M31_L_Ail_Oscil_Force_Fight_Level_2_Flt_Latched;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;15;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34767;;3;REU_MFS2_Reserved;REUC_COM_M31_R_Ail_Oscil_Force_Fight_Level_2_Flt_Latched;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;16;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-34768;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_VAC_Input_Pwr_Phaseloss_Flt;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;17;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35099;;3;REU_MFS2_Spare;REUC_COM_M31_Spare_18;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;18;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35100;;3;REU_MFS2_Spare;REUC_COM_M31_Spare_19;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;19;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35101;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_DC_Pwrstage_Bus_Overvoltage_Flt;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;20;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35102;;3;REU_MFS2_Spare;REUC_COM_M31_Spare_21;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;21;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35103;;3;REU_MFS2_Spare;REUC_COM_M31_Spare_22;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;22;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35104;;3;REU_MFS2_Spare;REUC_COM_M31_Spare_23;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;23;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35105;;3;REU_MFS2_Spare;REUC_COM_M31_Spare_24;Spare;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;24;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35106;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_Resolver_SVM_Flt_La;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;25;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
TTP-35107;;3;REU_MFS2_Reserved;REUC_COM_M31_MCE_Motor_Overcurrent_Flt_Latched;Reserved;REU_MFS2_COM;PFCC1_COM,PFCC1_MON,PFCC2_COM,PFCC2_MON,PFCC3_COM,PFCC3_MON,REU_MFS2_MON;DISC;TTP3;31;7;2,12;N/A;20;20;26;1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
